Logradouro,Endereço,Numero,Complemento,Bairro,Cidade,Estado,Região,País,CEP,Endereço completo,Latitude,Longitude
,,,,,Delmiro Gouveia,Pernambuco,,Brasil,,"Galpão 2 na Avenida Presidente Castelo Branco, 484 - Centro - Delmiro Gouveia -  AL - CEP 57480-000",,
,,,,,Maceió,Pernambuco,,Brasil,,"Rua Duque de Caxias, 1792 - Centro - CEP 57020-440",,
,,,,,Maceió,Pernambuco,,Brasil,,"Rua Gustavo Paiva, 2990 - Mangabeira - CEP 57032-000",,
,,,,,Maceió,Pernambuco,,Brasil,,"Avenida Fernandes Lima, 679 - Farol - CEP 57055-000",,
,,,,,Maceió,Pernambuco,,Brasil,,"Av. Juca Sampaio, 2178 - Barro Duro - CEP 57045-365",,
,,,,,Maceió,Pernambuco,,Brasil,,"Avenida Comendador Gustavo Paiva nº 5945 Lojas 1004, 1105 e 1006 - Cruz das Almas - CEP 57038-000",,
,,,,,Maceió,Pernambuco,,Brasil,,"R. Cincinato Pinto, 167 - Centro - Maceió - AL - CEP 57020-050",,
,,,,,Maceió,Pernambuco,,Brasil,,"Rua do Comércio, 173 - Térreo, primeiro andar - Centro, Maceió - AL - CEP 57020-000",,
,,,,,Penedo,Pernambuco,,Brasil,,"Rua Joaquim Nabuco, 113 - Centro Histórico, Penedo - AL - CEP 57200-000",,
,,,,,Rio Largo,Pernambuco,,Brasil,,Rua Dr. Manoel Oiticica nº 296 Bairro: Centro - Rio Largo / AL CEP: 57100-000,,
,,,,,Macapá,Pernambuco,,Brasil,,"Avenida Presidente Vargas, 341 térreo (sala 1) e 1º andar (sala 2) - Central - CEP  68900-070",,
,,,,,Macapá,Pernambuco,,Brasil,,Rodovia Juscelino Kubitschek n.º 100  - Loja nº 140 - Jardim Marco Zero -  CEP 68903-196,,
,,,,,Macapá,Pernambuco,,Brasil,,"Rua Leopoldo Machado, 2334 
Central - Macapá / AM CEP: 68906-430",,
,,,,,Santana,Pernambuco,,Brasil,,"Avenida Santana s/n, Lote urbano 401 - Antigo 21, quadra 22, setor 12 Comercial - Santana/AP - CEP 68925-076",,
,,,,,Itacoatiara,Pernambuco,,Brasil,,"Avenida Parque nº 762
Bairro: Tancredo Neves - Manaus / AM CEP: 69087-215",,
,,,,,Manaus,Pernambuco,,Brasil,,"Avenida 7 de Setembro,  1.199 - Centro - CEP 69005-141",,
,,,,,Manaus,Pernambuco,,Brasil,,"Av. Djalma Batista, 1661 - Chapada - CEP 69050-010",,
,,,,,Manaus,Pernambuco,,Brasil,,"Av Djalma Baptista, 2100 - Chapada - CEP 69050-010",,
,,,,,Manaus,Pernambuco,,Brasil,,Avenida Cosme Ferreira  nº 4605 Loja 17A - São José Operário - CEP 69085-015,,
,,,,,Manaus,Pernambuco,,Brasil,,Avenida  Autaz  Mirim nº 282 – LOJA 01 - Tancredo Neves - CEP 69087-215,,
,,,,,Manaus,Pernambuco,,Brasil,,Av. Arquiteto José Henrique Bento Rodrigues nº 3760  EC 103-G Bairro: Monte das Oliveiras - Manaus / AM CEP: 69.093-149,,
,,,,,Manaus,Pernambuco,,Brasil,,Avenida Noel Nutels nº 1762 – Loja 3105 – 1º pavimento Bairro: Cidade Nova - Manaus / AM CEP: 69.095-000,,
,,,,,Manaus,Pernambuco,,Brasil,,"Avenida Coronel Teixeira nº 5.705
Salão Comercial nº L40.3 - terceiro piso
Manaus / AM CEP: 69037-000",,
,,,,,Manaus,Pernambuco,,Brasil,,"Av. Eduardo Ribeiro, 409/413 e Joaquim Sarmento, 78, Centro - Manaus - AM - CEP 69010-000",,
,,,,,Manaus,Pernambuco,,Brasil,,"Avenida Laguna, 708 - Nova Esperança - Manaus - AM, CEP 78890-000",,
,,,,,Manaus,Pernambuco,,Brasil,,"Avenida Autaz Mirim, 6.100 - LUC 2007/2008/2009B/2010 - São José - Manaus / AM - CEP 69.085-000",,
,,,,,Manaus,Pernambuco,,Brasil,,"Rua Francisco Queiroz, 654 (antigos 47) -  Conjunto Manoa - Cidade Nova I - Manaus - AM - CEP 69090-741",,
,,,,,Parintins,Pernambuco,,Brasil,,"Praça Cristo Redentor, 2102 - Centro - Parintins - AM - CEP 69151-301",,
,,,,,Alagoinhas,Pernambuco,,Brasil,,Rua Treze de Maio n.º 107 - Centro - CEP 48005-430,,
,,,,,Amargosa,Pernambuco,,Brasil,,"Rua Benedito Almeida, 216 - Centro - Amargosa - BA - CEP 45300-000",,
,,,,,Barreiras,Pernambuco,,Brasil,,"Rua Princesa Isabel, 361 - Primavera - CEP 47803-070",,
,,,,,Brumado,Pernambuco,,Brasil,,"Rua Doutor Mário Meira, nº 147 Bairro: Centro - Brumado / BA CEP: 46100-000",,
,,,,,Camaçari,Pernambuco,,Brasil,,Rua Duque de Caxias n.º 309 CEP 42800-150,,
,,,,,Camaçari,Pernambuco,,Brasil,,"Via Parafuso s/nº, Lote 4 EUC - nº 1048 e 1049",,
,,,,,Candeias,Pernambuco,,Brasil,,Praça Doutor Gualberto Dantas Fontes n.º 138 - Centro - CEP 43805-010,,
,,,,,Catu,Pernambuco,,Brasil,,"Rua Desembargador Pedro Ribeiro Bittencourt , Centro - Catú - BA
CEP 48110-000",,
,,,,,Conceição do Coité,Pernambuco,,Brasil,,Avenida Barão  do Rio Branco  nº 39 - Bairro: Centro - Conceição do Coité / BA CEP: 48730-000,,
,,,,,Cruz das Almas,Pernambuco,,Brasil,,Rua J B da Fonseca s/nº Bairro: Centro - Cruz das Almas / BA CEP: 44380-000,,
,,,,,Dias D'Ávila,Pernambuco,,Brasil,,"Av. Brasil, 451 - Bairro: Centro - Dias D´Ávila/ BA - CEP: 42.8500-000",,
,,,,,Eunápolis,Pernambuco,,Brasil,,"Rua Porto Seguro, 615 - Centro - CEP 45820-006",,
,,,,,Feira de Santana,Pernambuco,,Brasil,,"Av. João Durval Carneiro, 3665 Loja 179 B, 1º Piso - Campo do Gado - CEP 44037-010",,
,,,,,Feira de Santana,Pernambuco,,Brasil,,"Av. Senhor dos Passos, 942 - Centro - CEP 44010-231",,
,,,,,Feira de Santana,Pernambuco,,Brasil,,"BR 324 sentido Salvador Feira (Avenida Deputado Luis Eduardo Magalhães) loja 319B, 320, 321 e 322, Limoeiro - Feira de Santana - BA - CEP 44096-486",,
,,,,,Feira de Santana,Pernambuco,,Brasil,,"Rua Marechal Deodoro, 438  - Centro - Feira de Santana - BA
CEP 44002-064",,
,,,,,Feira de Santana,Pernambuco,,Brasil,,"Av. Getúlio Vargas 663, Centro, Feira de Santana,/BA - CEP 44001-325",,
,,,,,Guanambi,Pernambuco,,Brasil,,"Rua Doutor Francisco José Fernandes  nº 90
Bairro: Centro - Guanambi / BA CEP: 46430-000",,
,,,,,Ilhéus,Pernambuco,,Brasil,,Av. Itabuna nº 1491 - Conquista - CEP 45650-015,,
,,,,,Ilhéus,Pernambuco,,Brasil,,Rua Bento Berilo nºs 35/43 - Centro - lhéus / BA CEP 45653-270,,
,,,,,Ipirá,Pernambuco,,Brasil,,"Praça Roberto Cintra, 360 - Bairro: Centro - Ipirá / BA - CEP: 44600-000",,
,,,,,Irecê,Pernambuco,,Brasil,,Praça Doutor  Mario Dourado Sobrinho nº 43 - Centro - CEP 44900-000,,
,,,,,Itaberaba,Pernambuco,,Brasil,,"Av. Rio Branco, nº 606 - Itaberaba - BA - CEP: 46880-000",,
,,,,,Itabuna,Pernambuco,,Brasil,,"Av. Azis Maron, s/ número | lojas de nºs. 21, 22, 23 e 24 - Goes Calmon - CEP 45605-415",,
,,,,,Itabuna,Pernambuco,,Brasil,,Rua São Vicente de Paula n.º 152 -Oswaldo Cruz - CEP 45.600-105,,
,,,,,Itamaraju,Pernambuco,,Brasil,,Praça das Nações Unidas nº 590 Bairro: Centro - Itamaraju / BA CEP: 45836-000,,
,,,,,Itaparica,Pernambuco,,Brasil,,"Av. Newton Belo, 431 - Centro - Santa Luzia - MA - CEP 65390-000",,
,,,,,Itapetinga,Pernambuco,,Brasil,,Rua Pompilho Espinheira s/nº (esquina com a Rua Montes Claros) - Centro - CEP 45700-000,,
,,,,,Jacobina,Pernambuco,,Brasil,,"Avenida Lomanto Junior nº 60
Bairro: Centro - Jacobina / BA CEP: 44700-000",,
,,,,,Cruzeiro do Sul,Piauí,,Brasil,,"Avenida Boulevard Thaumaturgo, 338 - Centro
Cruzeiro do Sul - AC - CEP 69980-000",,
,,,,,Rio Branco,Piauí,,Brasil,,"BR-364, n.º 1707 - CEP 69914-220",,
,,,,,Rio Branco,Piauí,,Brasil,,"Rua Rui Barbosa, 400 - Centro Rio Branco - AC - CEP 69900-084",,
,,,,,Arapiraca,Piauí,,Brasil,,Rua Quinze de Novembro nº 67 - Centro - CEP 57300-340,,
,,,,,Arapiraca,Piauí,,Brasil,,Rua Vicente Nunes de Albuquerque s/n. - Caititus  - CEP 57311-250,,
,,,,,Delmiro Gouveia,Piauí,,Brasil,,"Galpão 2 na Avenida Presidente Castelo Branco, 484 - Centro - Delmiro Gouveia -  AL - CEP 57480-000",,
,,,,,Maceió,Piauí,,Brasil,,"Rua Duque de Caxias, 1792 - Centro - CEP 57020-440",,
,,,,,Maceió,Piauí,,Brasil,,"Rua Gustavo Paiva, 2990 - Mangabeira - CEP 57032-000",,
,,,,,Maceió,Piauí,,Brasil,,"Avenida Fernandes Lima, 679 - Farol - CEP 57055-000",,
,,,,,Maceió,Piauí,,Brasil,,"Av. Juca Sampaio, 2178 - Barro Duro - CEP 57045-365",,
,,,,,Maceió,Piauí,,Brasil,,"Avenida Comendador Gustavo Paiva nº 5945 Lojas 1004, 1105 e 1006 - Cruz das Almas - CEP 57038-000",,
,,,,,Cruzeiro do Sul,Rio de Janeiro,,Brasil,,"Avenida Boulevard Thaumaturgo, 338 - Centro
Cruzeiro do Sul - AC - CEP 69980-000",,
,,,,,Rio Branco,Rio de Janeiro,,Brasil,,"BR-364, n.º 1707 - CEP 69914-220",,
,,,,,Rio Branco,Rio de Janeiro,,Brasil,,"Rua Rui Barbosa, 400 - Centro Rio Branco - AC - CEP 69900-084",,
,,,,,Arapiraca,Rio de Janeiro,,Brasil,,Rua Quinze de Novembro nº 67 - Centro - CEP 57300-340,,
,,,,,Arapiraca,Rio de Janeiro,,Brasil,,Rua Vicente Nunes de Albuquerque s/n. - Caititus  - CEP 57311-250,,
,,,,,Delmiro Gouveia,Rio de Janeiro,,Brasil,,"Galpão 2 na Avenida Presidente Castelo Branco, 484 - Centro - Delmiro Gouveia -  AL - CEP 57480-000",,
,,,,,Maceió,Rio de Janeiro,,Brasil,,"Rua Duque de Caxias, 1792 - Centro - CEP 57020-440",,
,,,,,Maceió,Rio de Janeiro,,Brasil,,"Rua Gustavo Paiva, 2990 - Mangabeira - CEP 57032-000",,
,,,,,Maceió,Rio de Janeiro,,Brasil,,"Avenida Fernandes Lima, 679 - Farol - CEP 57055-000",,
,,,,,Maceió,Rio de Janeiro,,Brasil,,"Av. Juca Sampaio, 2178 - Barro Duro - CEP 57045-365",,
,,,,,Maceió,Rio de Janeiro,,Brasil,,"Avenida Comendador Gustavo Paiva nº 5945 Lojas 1004, 1105 e 1006 - Cruz das Almas - CEP 57038-000",,
,,,,,Maceió,Rio de Janeiro,,Brasil,,"R. Cincinato Pinto, 167 - Centro - Maceió - AL - CEP 57020-050",,
,,,,,Maceió,Rio de Janeiro,,Brasil,,"Rua do Comércio, 173 - Térreo, primeiro andar - Centro, Maceió - AL - CEP 57020-000",,
,,,,,Penedo,Rio de Janeiro,,Brasil,,"Rua Joaquim Nabuco, 113 - Centro Histórico, Penedo - AL - CEP 57200-000",,
,,,,,Rio Largo,Rio de Janeiro,,Brasil,,Rua Dr. Manoel Oiticica nº 296 Bairro: Centro - Rio Largo / AL CEP: 57100-000,,
,,,,,Macapá,Rio de Janeiro,,Brasil,,"Avenida Presidente Vargas, 341 térreo (sala 1) e 1º andar (sala 2) - Central - CEP  68900-070",,
,,,,,Macapá,Rio de Janeiro,,Brasil,,Rodovia Juscelino Kubitschek n.º 100  - Loja nº 140 - Jardim Marco Zero -  CEP 68903-196,,
,,,,,Macapá,Rio de Janeiro,,Brasil,,"Rua Leopoldo Machado, 2334 
Central - Macapá / AM CEP: 68906-430",,
,,,,,Santana,Rio de Janeiro,,Brasil,,"Avenida Santana s/n, Lote urbano 401 - Antigo 21, quadra 22, setor 12 Comercial - Santana/AP - CEP 68925-076",,
,,,,,Itacoatiara,Rio de Janeiro,,Brasil,,"Avenida Parque nº 762
Bairro: Tancredo Neves - Manaus / AM CEP: 69087-215",,
,,,,,Manaus,Rio de Janeiro,,Brasil,,"Avenida 7 de Setembro,  1.199 - Centro - CEP 69005-141",,
,,,,,Manaus,Rio de Janeiro,,Brasil,,"Av. Djalma Batista, 1661 - Chapada - CEP 69050-010",,
,,,,,Manaus,Rio de Janeiro,,Brasil,,"Av Djalma Baptista, 2100 - Chapada - CEP 69050-010",,
,,,,,Manaus,Rio de Janeiro,,Brasil,,Avenida Cosme Ferreira  nº 4605 Loja 17A - São José Operário - CEP 69085-015,,
,,,,,Manaus,Rio de Janeiro,,Brasil,,Avenida  Autaz  Mirim nº 282 – LOJA 01 - Tancredo Neves - CEP 69087-215,,
,,,,,Manaus,Rio de Janeiro,,Brasil,,Av. Arquiteto José Henrique Bento Rodrigues nº 3760  EC 103-G Bairro: Monte das Oliveiras - Manaus / AM CEP: 69.093-149,,
,,,,,Manaus,Rio de Janeiro,,Brasil,,Avenida Noel Nutels nº 1762 – Loja 3105 – 1º pavimento Bairro: Cidade Nova - Manaus / AM CEP: 69.095-000,,
,,,,,Manaus,Rio de Janeiro,,Brasil,,"Avenida Coronel Teixeira nº 5.705
Salão Comercial nº L40.3 - terceiro piso
Manaus / AM CEP: 69037-000",,
,,,,,Manaus,Rio de Janeiro,,Brasil,,"Av. Eduardo Ribeiro, 409/413 e Joaquim Sarmento, 78, Centro - Manaus - AM - CEP 69010-000",,
,,,,,Manaus,Rio de Janeiro,,Brasil,,"Avenida Laguna, 708 - Nova Esperança - Manaus - AM, CEP 78890-000",,
,,,,,Manaus,Rio de Janeiro,,Brasil,,"Avenida Autaz Mirim, 6.100 - LUC 2007/2008/2009B/2010 - São José - Manaus / AM - CEP 69.085-000",,
,,,,,Manaus,Rio de Janeiro,,Brasil,,"Rua Francisco Queiroz, 654 (antigos 47) -  Conjunto Manoa - Cidade Nova I - Manaus - AM - CEP 69090-741",,
,,,,,Parintins,Rio de Janeiro,,Brasil,,"Praça Cristo Redentor, 2102 - Centro - Parintins - AM - CEP 69151-301",,
,,,,,Alagoinhas,Rio de Janeiro,,Brasil,,Rua Treze de Maio n.º 107 - Centro - CEP 48005-430,,
,,,,,Amargosa,Rio de Janeiro,,Brasil,,"Rua Benedito Almeida, 216 - Centro - Amargosa - BA - CEP 45300-000",,
,,,,,Barreiras,Rio de Janeiro,,Brasil,,"Rua Princesa Isabel, 361 - Primavera - CEP 47803-070",,
,,,,,Brumado,Rio de Janeiro,,Brasil,,"Rua Doutor Mário Meira, nº 147 Bairro: Centro - Brumado / BA CEP: 46100-000",,
,,,,,Camaçari,Rio de Janeiro,,Brasil,,Rua Duque de Caxias n.º 309 CEP 42800-150,,
,,,,,Camaçari,Rio de Janeiro,,Brasil,,"Via Parafuso s/nº, Lote 4 EUC - nº 1048 e 1049",,
,,,,,Candeias,Rio de Janeiro,,Brasil,,Praça Doutor Gualberto Dantas Fontes n.º 138 - Centro - CEP 43805-010,,
,,,,,Catu,Rio de Janeiro,,Brasil,,"Rua Desembargador Pedro Ribeiro Bittencourt , Centro - Catú - BA
CEP 48110-000",,
,,,,,Conceição do Coité,Rio de Janeiro,,Brasil,,Avenida Barão  do Rio Branco  nº 39 - Bairro: Centro - Conceição do Coité / BA CEP: 48730-000,,
,,,,,Cruz das Almas,Rio de Janeiro,,Brasil,,Rua J B da Fonseca s/nº Bairro: Centro - Cruz das Almas / BA CEP: 44380-000,,
,,,,,Dias D'Ávila,Rio de Janeiro,,Brasil,,"Av. Brasil, 451 - Bairro: Centro - Dias D´Ávila/ BA - CEP: 42.8500-000",,
,,,,,Eunápolis,Rio de Janeiro,,Brasil,,"Rua Porto Seguro, 615 - Centro - CEP 45820-006",,
,,,,,Feira de Santana,Rio de Janeiro,,Brasil,,"Av. João Durval Carneiro, 3665 Loja 179 B, 1º Piso - Campo do Gado - CEP 44037-010",,
,,,,,Feira de Santana,Rio de Janeiro,,Brasil,,"Av. Senhor dos Passos, 942 - Centro - CEP 44010-231",,
,,,,,Feira de Santana,Rio de Janeiro,,Brasil,,"BR 324 sentido Salvador Feira (Avenida Deputado Luis Eduardo Magalhães) loja 319B, 320, 321 e 322, Limoeiro - Feira de Santana - BA - CEP 44096-486",,
,,,,,Feira de Santana,Rio de Janeiro,,Brasil,,"Rua Marechal Deodoro, 438  - Centro - Feira de Santana - BA
CEP 44002-064",,
,,,,,Feira de Santana,Rio de Janeiro,,Brasil,,"Av. Getúlio Vargas 663, Centro, Feira de Santana,/BA - CEP 44001-325",,
,,,,,Guanambi,Rio de Janeiro,,Brasil,,"Rua Doutor Francisco José Fernandes  nº 90
Bairro: Centro - Guanambi / BA CEP: 46430-000",,
,,,,,Ilhéus,Rio de Janeiro,,Brasil,,Av. Itabuna nº 1491 - Conquista - CEP 45650-015,,
,,,,,Ilhéus,Rio de Janeiro,,Brasil,,Rua Bento Berilo nºs 35/43 - Centro - lhéus / BA CEP 45653-270,,
,,,,,Ipirá,Rio de Janeiro,,Brasil,,"Praça Roberto Cintra, 360 - Bairro: Centro - Ipirá / BA - CEP: 44600-000",,
,,,,,Irecê,Rio de Janeiro,,Brasil,,Praça Doutor  Mario Dourado Sobrinho nº 43 - Centro - CEP 44900-000,,
,,,,,Itaberaba,Rio de Janeiro,,Brasil,,"Av. Rio Branco, nº 606 - Itaberaba - BA - CEP: 46880-000",,
,,,,,Itabuna,Rio de Janeiro,,Brasil,,"Av. Azis Maron, s/ número | lojas de nºs. 21, 22, 23 e 24 - Goes Calmon - CEP 45605-415",,
,,,,,Itabuna,Rio de Janeiro,,Brasil,,Rua São Vicente de Paula n.º 152 -Oswaldo Cruz - CEP 45.600-105,,
,,,,,Itamaraju,Rio de Janeiro,,Brasil,,Praça das Nações Unidas nº 590 Bairro: Centro - Itamaraju / BA CEP: 45836-000,,
,,,,,Itaparica,Rio de Janeiro,,Brasil,,"Av. Newton Belo, 431 - Centro - Santa Luzia - MA - CEP 65390-000",,
,,,,,Itapetinga,Rio de Janeiro,,Brasil,,Rua Pompilho Espinheira s/nº (esquina com a Rua Montes Claros) - Centro - CEP 45700-000,,
,,,,,Jacobina,Rio de Janeiro,,Brasil,,"Avenida Lomanto Junior nº 60
Bairro: Centro - Jacobina / BA CEP: 44700-000",,
,,,,,Jaguaquara,Rio de Janeiro,,Brasil,,"Praça J.J. Seabra, 116 - Jaguaquara / BA - CEP: 45345-000",,
,,,,,Jequié,Rio de Janeiro,,Brasil,,Rua Dez de Novembro nº 04 - Centro - CEP 45200-400,,
,,,,,Juazeiro,Rio de Janeiro,,Brasil,,Avenida Raul Alves n.º 4 - Santo Antônio - CEP 48903-000,,
,,,,,Juazeiro,Rio de Janeiro,,Brasil,,LOTEAMENTO CENTRO INDUSTRIAL - BAIRRO: JOAO PAULO II CEP 48908-000,,
,,,,,Lauro de Freitas,Rio de Janeiro,,Brasil,,"Avenida Santos Dumont, 6008 - Portão - CEP 42700-000",,
,,,,,Lauro de Freitas,Rio de Janeiro,,Brasil,,Avenida Amarilio Thiago dos Santos nº 70 Bairro: Centro - Lauro de Freitas / BA CEP: 42700-000,,
,,,,,Luís Eduardo Magalhães,Rio de Janeiro,,Brasil,,"Rua Pernambuco, 111, térreo e 1º andar - Mimoso do Oeste - CEP 47850-000",,
,,,,,Paulo Afonso,Rio de Janeiro,,Brasil,,Avenida Apolônio Sales s/nº - Centro - CEP 48601-200,,
,,,,,Porto Seguro,Rio de Janeiro,,Brasil,,"Av. João Ribeiro, 136 - loja B - Pilares - Rio de Janeiro - RJ",,
,,,,,Ribeira do Pombal,Rio de Janeiro,,Brasil,,"Avenida Oliveira Brito nº 487 
Quadra 82 – Lote 10 _ Setor 01
Bairro: Centro - Ribeira do Pombal / BA CEP: 48400-000",,
,,,,,Salvador,Rio de Janeiro,,Brasil,,Av. Antonio Carlos Magalhães s/n - Pituba - CEP 41850-000,,
,,,,,Salvador,Rio de Janeiro,,Brasil,,"Portão da Piedade, 155 G 2 - Piedade - CEP 40070-900",,
,,,,,Salvador,Rio de Janeiro,,Brasil,,"Rua Junqueira Ayres, 08 Loja 19 - Barris - CEP 40070-080",,
,,,,,Salvador,Rio de Janeiro,,Brasil,,"Avenida Aliomar Baleeiro, 578 (antigo 15375) - Lojas 02 e 03 -São Cristovão - CEP 41500-660",,
,,,,,Salvador,Rio de Janeiro,,Brasil,,"Avenida José Joaquim Seabra, 368 e 370 - Baixa dos Sapateiros - CEP 40025-001",,
,,,,,Salvador,Rio de Janeiro,,Brasil,,"Avenida Octavio Mangabeira, 810 - Edifício Costa Dourada (Lojas A até L do térreo) - Pituba - CEP 41930-050",,
,,,,,Salvador,Rio de Janeiro,,Brasil,,"Rua dos Rodoviários s/nº - SUC n.º 60.1 do 1º Piso
Bairro: Cabula - Salvador / BA CEP:  41150-125",,
,,,,,Salvador,Rio de Janeiro,,Brasil,,"Av. Centenário, 2992, Piso L|3, lj Ancora 04. - Chame - CEP 40155-150",,
,,,,,Salvador,Rio de Janeiro,,Brasil,,"Av. Tancredo Neves, 2915 - Caminho das Árvores - CEP 41820-910",,
,,,,,Salvador,Rio de Janeiro,,Brasil,,Rodovia BA - 526 nº 305 - São Cristovão - CEP 41510-000,,
,,,,,Salvador,Rio de Janeiro,,Brasil,,"Av. Luis Viana, 8.544 - Paralela - CEP 41730-101",,
,,,,,Salvador,Rio de Janeiro,,Brasil,,Avenida Dom João VI  n.º 215 - Brotas -  CEP 40285-000,,
,,,,,Salvador,Rio de Janeiro,,Brasil,,Rua Padre Antonio de Sá n.º 103 (08) - Calçada - CEP 40411-010,,
,,,,,Salvador,Rio de Janeiro,,Brasil,,Conjunto Cajazeiras VIII - (Estrada da Paciência) - Cajazeiras - CEP 41338-700,,
,,,,,Salvador,Rio de Janeiro,,Brasil,,Rua João Gomes nº 48  Bairro: Rio Vermelho - Salvador / BA CEP: 41950-640,,
,,,,,Salvador,Rio de Janeiro,,Brasil,,"Estrada da Liberdade, 357 lojas 101 e 105",,
,,,,,Salvador,Rio de Janeiro,,Brasil,,"Av. Dorival Caymmi, 14380 - Bairro: Itapuã - Salvador /BA                                              CEP: 46611-510",,
,,,,,Salvador,Rio de Janeiro,,Brasil,,"Rua Conde De Porto Alegre, 93 OT - Iapi - Salvador - BA, CEP 40330-200",,
,,,,,Salvador,Rio de Janeiro,,Brasil,,Rua Silveira Martins nº 208 - Loja 03 - Cabula - CEP 41150-000,,
,,,,,Salvador,Rio de Janeiro,,Brasil,,"Estrada Campinas Pirajá s/nº 
Galpão Comercial s/nº (Parte da Fazenda Oiteiro)
Bairro: Campinas do Pirajá - Salvador / BA CEP: 41275-002",,
,,,,,Salvador,Rio de Janeiro,,Brasil,,"Rua Anísio Teixeira,161 - Itaigara
Salvador - BA - CEP 41815-060",,
,,,,,Salvador,Rio de Janeiro,,Brasil,,"Rua Osvaldo Deway, 132 - loja 01 - Periperi - Salvador/ BA CEP:  40720-318",,
,,,,,Salvador,Rio de Janeiro,,Brasil,,"Almirante marques de Leão, 54 LJ 154 - Barra, Salvador -BA - CEP: 40140-230",,
,,,,,Salvador,Rio de Janeiro,,Brasil,,"Avenida Caminho de Areia, 213 - Loja A - Caminho da Areia
Salvador - BA - CEP 40440-360",,
,,,,,Santa Maria da Vitória,Rio de Janeiro,,Brasil,,RUA CORONEL CLEMENTE DE ARAUJO CASTRO - CENTRO,,
,,,,,Santo Amaro,Rio de Janeiro,,Brasil,,"Avenida Presidente Vargas nº 102 
Bairro: Centro - Santo Amaro / BA CEP: 44200-000",,
,,,,,Santo Antônio de Jesus,Rio de Janeiro,,Brasil,,"Praça Félix Gaspar, 53 - Centro - CEP44572-055",,
,,,,,Santo Estêvão,Rio de Janeiro,,Brasil,,"Rua Marechal Floriano nº 100
Santo Estevão / BA - CEP: 44190-000",,
,,,,,Seabra,Rio de Janeiro,,Brasil,,"Rua Horácio de Matos, 165 - Bairro: Centro - Seabra / BA                                  CEP: 46900-000",,
,,,,,Senhor do Bonfim,Rio de Janeiro,,Brasil,,Praça Doutor José Gonçalves n.º 260 - Centro - CEP 48970-000,,
,,,,,Serrinha,Rio de Janeiro,,Brasil,,"Praça Luiz Nogueira nº 395
Serrinha / BA CEP: 48700-000",,
,,,,,Simões Filho,Rio de Janeiro,,Brasil,,"Avenida Luiz Eduardo, 66 Loja 2, e n.º 86 Loja 1 - Centro - CEP 43700-000",,
,,,,,Teixeira de Freitas,Rio de Janeiro,,Brasil,,"Rua Flaviano Guimarães, 35 - Centro - CEP 45995-041",,
,,,,,Teixeira de Freitas,Rio de Janeiro,,Brasil,,Avenida São Paulo nº 2575 LUC Nº 1062 - Bairro: Vila Verde - Teixeira de Freitas / BA CEP: 45990-678,,
,,,,,Valença,Rio de Janeiro,,Brasil,,"Rua Rui Barbosa, 38 e 44 - Centro - CEP 45400-000",,
,,,,,Vitória da Conquista,Rio de Janeiro,,Brasil,,"Av. Juracy Magalhães, Quadra 07 | Loteamento Morada dos Pássaros | Loja Âncora - Felícia - CEP 45023-490",,
,,,,,Vitória da Conquista,Rio de Janeiro,,Brasil,,Avenida Lauro de Freitas  n.º 336 - Centro - CEP 45000-230,,
,,,,,Vitória da Conquista,Rio de Janeiro,,Brasil,,"AVENIDA OLIVIA FLORES 2500, 1080 - CEP: 45031-000",,
,,,,,Xique-Xique,Rio de Janeiro,,Brasil,,"Praça Dom Maximo 51, Centro - Xique-Xique/BA - CEP 47400-00",,
,,,,,Acaraú,Rio de Janeiro,,Brasil,,"Rua Coronel Duca da Silveira, Acaraú - CE - CEP 62580-000",,
,,,,,Aracati,Rio de Janeiro,,Brasil,,"Rua Coronel Pompeu, 58 - LUC 01
Aracati/ CE - CEP 62.800-970",,
,,,,,Camocim,Rio de Janeiro,,Brasil,,RUA VINTE E QUATRO DE MAIO 1910 - CENTRO,,
,,,,,Canindé,Rio de Janeiro,,Brasil,,RUA 29 DE JULHO 541 - BAIRRO: CENTRO Canindé - CE,,
,,,,,Cascavel,Rio de Janeiro,,Brasil,,AV. CHANCELER EDSON QUEIROZ 1231 - BAIRRO: CENTRO,,
,,,,,Caucaia,Rio de Janeiro,,Brasil,,Avenida Edson da Mota Correia n.º 620 - Loja n.º 141 - CEP 61600-040,,
,,,,,Caucaia,Rio de Janeiro,,Brasil,,"Avenida São Vicente de Paula s/nº, Lote 01 a 13,Quadra nº 34 Bairro: Araturi (Jurema) - Caucaia / CE CEP: 61655-000",,
,,,,,Crateús,Rio de Janeiro,,Brasil,,Rua Barão do Rio Branco nº 961 - CEP: 63700-000,,
,,,,,Crato,Rio de Janeiro,,Brasil,,"Rua Santos Dumont, 60 e R. José Carvalho, 93 (antigo n.º 25) - Centro - CEP 63100-040",,
,,,,,Eusébio,Rio de Janeiro,,Brasil,,"Rua Carmelita Rebouças, LUC 04 Bairro: Centro - Eusébio / CE CEP: 61760-000",,
,,,,,Fortaleza,Rio de Janeiro,,Brasil,,"Rua Barão do Rio Branco, 922 - Centro - CEP 60025-060",,
,,,,,Fortaleza,Rio de Janeiro,,Brasil,,"Av. Santos Dumont, 3131, Loja 01 - Aldeota - CEP 60150-162",,
,,,,,Fortaleza,Rio de Janeiro,,Brasil,,"Av Bez. de Menezes, 2450 - São Geraldo - CEP 60325-002",,
