Logradouro,Endereço,Numero,Complemento,Bairro,Cidade,Estado,Região,País,CEP,Endereço completo,Latitude,Longitude
,,,,,Brasília,São Paulo,,Brasil,,"QNM 34 Área Especial 01 Piso L1 Loja 113 Térreo
Bairro: Taguatinga Norte  - Brasília / DF CEP  72145-450",,
,,,,,Brasília,São Paulo,,Brasil,,QI 01 LOTE 220 - Setor Leste Industrial do Gama - CEP 72135-010,,
,,,,,Brasília,São Paulo,,Brasil,,CNB 12  Lote 10  Loja 01 - Taguatinga - CEP 72115-125,,
,,,,,Brasília,São Paulo,,Brasil,,"Lote 01, conjunto ""02"", QN 304
Samambaia / DF",,
,,,,,Brasília,São Paulo,,Brasil,,"Lote 12 C - 02 - LOJAS 01, 02, 03 e 05 - Taguatinga, Brasília - DF - CEP 72115-903",,
,,,,,Brasília,São Paulo,,Brasil,,"Lote 1, conjunto D, quadra QS 412 - Centro - Samambaia - DF CEP 72320-556",,
,,,,,Aracruz,São Paulo,,Brasil,,"Avenida Florestal nº 555 Loja 52,  Âncora IV
Bairro: Segatto - Aracruz / ES CEP: 29192-900",,
,,,,,Cachoeiro de Itapemirim,São Paulo,,Brasil,,Av. Gov. Francisco Lacerda de Aguiar 138/140 - Gilberto Aguiar - CEP 29303-384,,
,,,,,Cachoeiro de Itapemirim,São Paulo,,Brasil,,Rua Bernardo Horta nº 227/241  LUC 1 - Guandu - CEP 29300-795,,
,,,,,Cachoeiro de Itapemirim,São Paulo,,Brasil,,"Rua 25 de Março, 33 a 45 - LUC 207 a 214 e Área Comum do Segundo
Pavimento - Centro - Cachoeiro de Itapemirim - ES - CEP 29300-100",,
,,,,,Cariacica,São Paulo,,Brasil,,"Av. Expedito Garcia,168 - Campo Grande - CEP 29146-201",,
,,,,,Cariacica,São Paulo,,Brasil,,"Rodovia BR-262. KM 05, 6555 - CEP 29145-910",,
,,,,,Guarapari,São Paulo,,Brasil,,Rua Joaquim da Silva Lima nº 167 - Centro - CEP 29200-260,,
,,,,,Linhares,São Paulo,,Brasil,,"Avenida Cerejeiras, 300 – LUC n.º 1113 - Movelar - CEP 29906-014",,
,,,,,Linhares,São Paulo,,Brasil,,"Avenida Comendador Rafael n.º 1324, Quadra 71, Lotes 2 e 3 - Centro - CEP 29900-052",,
,,,,,Nova Venécia,São Paulo,,Brasil,,"Av. Vitoria, 102 - Centro - Nova Venecia / ES CEP: 29830-000",,
,,,,,São Mateus,São Paulo,,Brasil,,Avenida Jose Tozzi n.º 1821 - Centro - CEP 29930-245,,
,,,,,Serra,São Paulo,,Brasil,,"Avenida João Palácios n.º 300
Salão de Uso Comercial (SUC) nº 110 A Piso L-1
Bairro: Eurico Salles - Serra / ES CEP:  29160-925",,
,,,,,Serra,São Paulo,,Brasil,,Av. Eudes Scherrer de Souza nº 1996 - Colina de Laranjeiras - CEP 29167-080,,
,,,,,Serra,São Paulo,,Brasil,,"Avenida Brasil, nº 10 - São Diogo II - CEP: 29163-165",,
,,,,,Serra,São Paulo,,Brasil,,Avenida Eldes Scherrer Souza nº 2.162  SUC’s 203 H/ I - Colina de Laranjeiras  -  CEP 29167-080,,
,,,,,Serra,São Paulo,,Brasil,,"Lote 17A da Quadra 5L - Parque Residencial Laranjeiras - Serra - ES
CEP 29166-837",,
,,,,,Vila Velha,São Paulo,,Brasil,,"Av. Carioca, 353 loja 07 - Praia da Costa - CEP 29101-950",,
,,,,,Vila Velha,São Paulo,,Brasil,,Avenida Carlos Lindenberg n.º 710 Loja 1 - 2º Pavimento - Glória - CEP 29122-036,,
,,,,,Vila Velha,São Paulo,,Brasil,,Rodovia do Sol n.º 5000 – Loja 1058 - Jockey de Itaparica - CEP 29103-900,,
,,,,,Vila Velha,São Paulo,,Brasil,,"Av. Luciano das Neves, 2418 - Centro - CEP:29100-200",,
,,,,,Vitória,São Paulo,,Brasil,,"Rua Dep. Nelson Monteiro, 61 - Centro - CEP 29010-290",,
,,,,,Vitória,São Paulo,,Brasil,,"Av. Américo Buaiz, 200 - Enseada do Suá - CEP 29050-420",,
,,,,,Vitória,São Paulo,,Brasil,,Avenida José Maria Vivacqua dos Santos n.º 400 CEP 29090-160,,
,,,,,Vitória,São Paulo,,Brasil,,Avenida Nossa Senhora da Penha nº 415 - Loja 1 Bairro: Santa Lúcia - Vitória / ES CEP: 29056-250,,
,,,,,Vitória,São Paulo,,Brasil,,"Rua Elesbão Linhares, 300 - Praia do Canto - CEP 29055-340",,
,,,,,Vitória,São Paulo,,Brasil,,"Rua Carlos Martins, 1160 - Jardim Camburi - CEP 29090-060",,
,,,,,Águas Lindas de Goiás,São Paulo,,Brasil,,"Quadra 0, Lote 6 A , s/nº - Loja (LUC nº 29)",,
,,,,,Águas Lindas de Goiás,São Paulo,,Brasil,,Lote 20-A da quadra 09  confrontando pela frente com a  Av. JK  - Bairro: Jardim Brasília - Águas Lindas de Goiás  / GO CEP  72915-009,,
,,,,,Anápolis,São Paulo,,Brasil,,"Rua Engenheiro Portela, 45 - Setor Central - CEP 75024-100",,
,,,,,Anápolis,São Paulo,,Brasil,,"Av.  Brasil, 505 Loja Âncora 02, Piso 1 - Vila Santana - CEP 75080-240",,
,,,,,Anápolis,São Paulo,,Brasil,,"Avenida Universitária, 2221 - Vila Santa Izabel - CEP 75083-350",,
,,,,,Anápolis,São Paulo,,Brasil,,"Av. Fernando Costa, 177 - área 1G - lojas 48/50 - Adriana Parque
Anápolis - GO - CEP 75053-275",,
,,,,,Aparecida de Goiânia,São Paulo,,Brasil,,"Av. Rio Verde, Q. 102, Loja 258, 1º Pavimento - Vila São Tomas - CEP 74916-260",,
,,,,,Aparecida de Goiânia,São Paulo,,Brasil,,AV. independencia - Setor Serra Dourada 4ª Etapa CEP 74973-753,,
,,,,,Caldas Novas,São Paulo,,Brasil,,"Avenida Coronel Bento Godoy, Qd 26, Lote 09 - Centro - CEP 75690-000",,
,,,,,Catalão,São Paulo,,Brasil,,Av. Jocelim Gomes Pires nº 2.300 - Nossa Senhora de Fátima - CEP 75709-140,,
,,,,,Formosa,São Paulo,,Brasil,,"Rua Visconde de Porto Seguro nº 137  Setor Central , Zona 1 - Centro  - CEP 73801-010",,
,,,,,Goianésia,São Paulo,,Brasil,,"Avenida Goiás, nº 417
Bairro: Centro – Goianésia / GO
CEP: 76380-000",,
,,,,,Goiânia,São Paulo,,Brasil,,"Av. Anhanguera, 5562 - Centro - CEP 74043-010",,
,,,,,Goiânia,São Paulo,,Brasil,,"Av. Deputado Jamel Ceclio, 3300 - Jardim Goiás - CEP 74810-100",,
,,,,,Goiânia,São Paulo,,Brasil,,"Avenida Anhanguera, 129/131, Quadra 58, Jardim Novo Mundo -CEP 74705-015",,
,,,,,Goiânia,São Paulo,,Brasil,,"Rua 44, 399 | loja Ancora 04 - Setor Central - CEP 74063-010",,
,,,,,Goiânia,São Paulo,,Brasil,,"Av. Anhanguera s/n.º, quadra 39|A/B/C, Lote Área, Lojas nºs. 238/239, Piso Térreo - Capuava - CEP 74450-010",,
,,,,,Goiânia,São Paulo,,Brasil,,"Rodovia GO-040 - esquina com a Av. dos Ipês - Área Comercial nº 02, LUC 004 - Piso Térreo - Jardins Lisboa - CEP 74354-535",,
,,,,,Goiânia,São Paulo,,Brasil,,Avenida 24 de Outubro n.º 934 - Campinas - CEP 74505-010,,
,,,,,Goiânia,São Paulo,,Brasil,,Avenida Nero Macedo n.º 400 EUC n.º 300 - Setor Cidade Jardim - CEP 74423-250,,
,,,,,Goiânia,São Paulo,,Brasil,,"Rua 9, 1855 - St. Marista, Goiânia - GO, 74150-130",,
,,,,,Goiânia,São Paulo,,Brasil,,AV REPUBLICA DO LIBANO 2576 QDE8 LT23 - SETOR OESTE - CEP: 74115-030,,
,,,,,Goiânia,São Paulo,,Brasil,,Av. T 63 | Quadra S|13 | Lote 13 - Setor Bela Vista - CEP 74823-345,,
,,,,,Goiânia,São Paulo,,Brasil,,"Avenida Anhanguera, 10.790 - SUC 051/052 – Bairro: Aeroviário – Goiânia – GO – CEP: 74435-300",,
,,,,,Goiânia,São Paulo,,Brasil,,"Shopping Passeios das Águas
Endereço: Avenida Perimetral Norte, 8303 – EUC 81, piso 01 (piso térreo)
Bairro: Fazenda Caveiras – Goiânia / GO
CEP: 74445-360",,
,,,,,Inhumas,São Paulo,,Brasil,,Rua Goias S/N - Inhumas - GO - CEP 75400-000,,
,,,,,Itumbiara,São Paulo,,Brasil,,Avenida Osvaldo Cruz n.º 120 - Setor Rodoviário - CEP 75516-020,,
,,,,,Itumbiara,São Paulo,,Brasil,,"Rua Benjamin Constant 212 Q32 L15, Centro, Itumbiara/GO - CEP 75503-050",,
,,,,,Jataí,São Paulo,,Brasil,,Avenida Presidente Tancredo Neves n.º 100  - Setor Epaminondas II - CEP 75805-123,,
,,,,,Jataí,São Paulo,,Brasil,,"Av. Goias, 1183 - Centro - Jataí - GO - CEP 75807-020",,
,,,,,Luziânia,São Paulo,,Brasil,,Rua Ophir José Braz  Área Especial Central I - Centro - CEP 72800-150,,
,,,,,Luziânia,São Paulo,,Brasil,,"Rua Benedito Pimentel, S/N° - Quadra 72, Lote A, Parte 02, Centro Luziânia - GO - CEP 72800-550",,
,,,,,Mineiros,São Paulo,,Brasil,,"Lote 07 da quadra 01, do loteamento Vila Mundinho sito à Avenida Antônio Carlos Paniago - Mineiros - GO - CEP 75830-971",,
,,,,,Novo Gama,São Paulo,,Brasil,,Quadra 481 Lotes 2 e 4 - Pedregal - CEP 72860-444,,
,,,,,Planaltina,São Paulo,,Brasil,,Quadra 02 MC Lote 6 / Quadra 02 MR Lotes 6 e 7 - Setor Norte - CEP 73751-027,,
,,,,,Quirinópolis,São Paulo,,Brasil,,"Av. Brasil, 125 - Centro - Quirinópolis - GO - CEP 75860-000",,
,,,,,Rio Verde,São Paulo,,Brasil,,"Rua Presidente Vargas, 1740  LUC 115 | Piso Térreo - Jardim Goiás - CEP 75901-040",,
,,,,,Rio Verde,São Paulo,,Brasil,,"Rua O, S/N, Quadra 02, Lote 15 ao 19 Bairro: Residencial Jardim Campestre - Rio Verde / GO CEP: 75907-681",,
,,,,,Senador Canedo,São Paulo,,Brasil,,"Rua Dom Emanuel, s/nº e Rua Governador Ary Ribeiro Valadão, s/nº
Bairro: Jardim Todos os Santos II – Senador Canedo / GO
CEP: 75250-000",,
,,,,,Valparaíso de Goiás,São Paulo,,Brasil,,"Quadra 01, Gleba F, LUC n.º 286 – Parque Esplanada III - CEP 72876-902",,
,,,,,Bacabal,São Paulo,,Brasil,,"Rua Getúlio Vargas, 324 - Centro - CEP 65700-000",,
,,,,,Balsas,São Paulo,,Brasil,,"Rua Dr. Justo Pedrosa nº 272 e Praça Getulio Vargas nº 23
Bairro: Centro - Balsas / MA CEP: 65800-000",,
,,,,,Barra do Corda,São Paulo,,Brasil,,"Rua Manoel José Salomão S/N, Centro - Barra do Corda / MA",,
,,,,,Caxias,São Paulo,,Brasil,,"Praça Cândido Mendes, 348  - Centro -  MA CEP 65606-010",,
,,,,,Caxias,São Paulo,,Brasil,,"Rodovia BR 316, KM 554, s/n, Distrito 01, setor 006, Quadra 53, lote 1460, SUC 02 - Volta Redonda - Caxias - MA - CEP 65606-525",,
,,,,,Chapadinha,São Paulo,,Brasil,,"Avenida Oliveira Roma, 23 - Centro - Chapadinha - MA - CEP: 65500-000",,
,,,,,Codó,São Paulo,,Brasil,,"Rua Afonso Pena, 481 - Centro - CEP 65400-000",,
,,,,,Grajaú,São Paulo,,Brasil,,"Rua Frei Benjamin de Borno, 45 - Centro - Grajaú - MA
 CEP 65940-000",,
,,,,,Imperatriz,São Paulo,,Brasil,,Rodovia BR-010 nº 100 – SUC F-110 - CEP 65913-460,,
,,,,,Imperatriz,São Paulo,,Brasil,,"Av. Getúlio Vargas n.º 440,  Rua Godofredo Viana n.º 925 parte térrea e n.º 929 - Centro - CEP 65901-450",,
,,,,,Pinheiro,São Paulo,,Brasil,,"Praça José Sarney s/nº - Centro
Bairro: Pinheiro / MA CEP: 65200-000",,
,,,,,Presidente Dutra,São Paulo,,Brasil,,"Rua Magalhães de Almeida SN Quadra 35 L, Centro- Presidente Dutra/MA - CEP 65760-000",,
,,,,,Santa Inês,São Paulo,,Brasil,,"Rua do Comércio, 291 Bairro: Centro – Santa Inês / MA CEP 65300-000",,
,,,,,Santa Luzia MA,São Paulo,,Brasil,,"Av. Newton Belo, 431 - Centro - Santa Luzia - MA - CEP 65390-000",,
,,,,,São José de Ribamar,São Paulo,,Brasil,,"Estrada de São José de Ribamar, 1000 - Rodovia MA-201 - Km 05 – Loja Âncora 06 - Bairro: Saramanta",,
,,,,,São Luís,São Paulo,,Brasil,,Rua Grande s/n - Centro - CEP 65020-250,,
,,,,,São Luís,São Paulo,,Brasil,,"Av. Prof.º Carlos Cunha, 1000 | Lojas nºs. 158 e 171 | Piso Térreo - Jaracati - CEP 65076-820",,
,,,,,São Luís,São Paulo,,Brasil,,AV PROFESSOR CARLOS CUNHA 3000 - JACARATY - CEP: 65076-820,,
,,,,,São Luís,São Paulo,,Brasil,,"Avenida Daniel de La Touche, 2000 - Cohama - CEP 65074-115",,
,,,,,São Luís,São Paulo,,Brasil,,Av. dos Holandeses s/nº - Calhau - CEP 65071-971,,
,,,,,São Luís,São Paulo,,Brasil,,"Av São Luis Rei da França, 8 - Turu - CEP 65065-470",,
,,,,,São Luís,São Paulo,,Brasil,,"Av. Getulio Vargas,  279; Av. dos Expedicionários,  2 e Rua Riachuelo,  114 - João Paulo - CEP 65020-300",,
,,,,,São Luís,São Paulo,,Brasil,,"Avenida Jerônimo de Albuquerque, nº 61 - Loja 06 Bairro: Cohafuma - São Luis / MA CEP: 65071-750",,
,,,,,São Luís,São Paulo,,Brasil,,"Avenida Daniel de La Touche nº 987 - SUC 405 A/B - piso L4
Bairro: Cohama - São Luis/ MA CEP: 65074-115",,
,,,,,São Luís,São Paulo,,Brasil,,"Avenida Contorno Norte nº 145 - SUCS nº 101 / 105
Bairro: Cohatrac IV - São Luís / MA CEP: 65054-375",,
,,,,,São Luís,São Paulo,,Brasil,,"Avenida dos Holandeses, 200 - Gleba A - Calhau, São Luis - MA - CEP 65071-380",,
,,,,,São Luís,São Paulo,,Brasil,,"Av. 203, unidade 203 - Lote 01 - Cidade Operária - São Luís, Maranhão - MA - CEP 65058-181",,
,,,,,Timon,São Paulo,,Brasil,,"Avenida Piauí, 850 - Loja A1 -  Lugar Boa Vista - Data São Miguel, Timon - MA - CEP 65630-030",,
,,,,,Timon,São Paulo,,Brasil,,"Quadra 85, lotes 11 e 12 - Timon / MA
CEP: 65631-200",,
,,,,,Alta Floresta,São Paulo,,Brasil,,Avenida Ariosto da Riva nº 2609 - Lote AC 15/3 Bairro: Canteiro Central - Alta Floresta / MT CEP: 78580-000,,
,,,,,Barra do Garças,São Paulo,,Brasil,,"Av. Senador Valdon Varjão, nº 0 - Quadra 12 - Lote B - Loja 1/18 - Jardim Araguaia - Barra do Garças - MT - CEP 78600-000",,
,,,,,Cáceres,São Paulo,,Brasil,,"Rua Marechal Deodoro, 300 - Centro - CEP 78200-000",,
,,,,,Campo Verde,São Paulo,,Brasil,,"Quadra 13, lote 10 - Campos Real
Campo Verde - MT - CEP 78840-000",,
,,,,,Cuiabá,São Paulo,,Brasil,,"Rua Professor Jornalista Amaro de Figueiredo Falcão, 520 - CPA I - CEP 78055-150",,
,,,,,Cuiabá,São Paulo,,Brasil,,"Av. Rubens de Mendonça, 3300 - Jardim Aclimação - CEP 78050-250",,
,,,,,Cuiabá,São Paulo,,Brasil,,"Av. Brasília, 146 , Lojas 309/363 B, 2º Piso - Jardim das Américas - CEP 78060-200",,
,,,,,Cuiabá,São Paulo,,Brasil,,"Av. Lava|Pés, 500 - Duque de Caxias - CEP 78043-900",,
,,,,,Cuiabá,São Paulo,,Brasil,,Rua Joaquim Murtinho n.º 196 - Centro Norte - CEP 78005-290,,
,,,,,Cuiabá,São Paulo,,Brasil,,Rua Treze de Junho nº 474 CEP: 78020-000,,
,,,,,Lucas do Rio Verde,São Paulo,,Brasil,,"Lote 07 e 12, Quadra 08, da Rua Giruá Bairro: Cidade Nova - Lucas do Rio Verde / MT CEP: 78455-000",,
,,,,,Pontes e Lacerda,São Paulo,,Brasil,,"Av. Marechal Rondon, 1137 - Centro - Pontes e Lacerda - MT, CEP 78250-000",,
,,,,,Primavera do Leste,São Paulo,,Brasil,,"Avenida São João nº 257 e 285
Bairro: Centro - Primavera do Leste / MT CEP: 78850-000",,
,,,,,Rondonópolis,São Paulo,,Brasil,,"Rondon Plaza Shopping Av. Julio Jose Campos, 325 - Sagrada Família - CEP 78735-100",,
,,,,,Rondonópolis,São Paulo,,Brasil,,Avenida Marechal Rondon n.º 1.096 - Centro - CEP 78700-075,,
,,,,,Sinop,São Paulo,,Brasil,,"Avenida Governador Júlio Campos, 831 - Setor Comercial - CEP 78550-228",,
,,,,,Sorriso,São Paulo,,Brasil,,"Avenida Tancredo Neves nº 543, sala 10, sala 11 - Âncora 4 e Âncora 5 - Centro - CEP 78890-000",,
,,,,,Sorriso,São Paulo,,Brasil,,"Rua Bene, 790 - Centro Sorriso - MT - CEP 78890-000",,
,,,,,Tangará da Serra,São Paulo,,Brasil,,Avenida Vereador Nilo Torres nº 751-W SUC nº 96 - Parque Leblon - CEP 78300-000,,
,,,,,Tangará da Serra,São Paulo,,Brasil,,"Lotes 11, 12, 13, 14 E 15 da Quadra 38 - Centro - Tangará da Serra - MT - CEP 78300-000",,
,,,,,Várzea Grande,São Paulo,,Brasil,,"Avenida Couto Magalhães, 2056 - Centro - CEP 78110-400",,
,,,,,Várzea Grande,São Paulo,,Brasil,,Rua Ary Paes Barreto  nº 1577 - Cristo Rei  - CEP 78118-090,,
,,,,,Várzea Grande,São Paulo,,Brasil,,"Várzea Grande Shopping
Lotes 01/05 Quadra 02, Lotes 01/18 Quadra 03 e Quadra 02-A – ANC 06 – 2º pavimento
Bairro: Jardim Aeroporto – Várzea Grande / MT
CEP: 78125-100",,
,,,,,Aquidauana,São Paulo,,Brasil,,"Rua Sete de Setembro nº 875
Bairro: Centro - Aquidauana / MS CEP: 79200-000",,
,,,,,Campo Grande,São Paulo,,Brasil,,"Rua Marechal Rondon, 1336 - Centro - CEP 79002-200",,
,,,,,Campo Grande,São Paulo,,Brasil,,"Av. Afonso Pena, 4909 | salão comercial 1501 - Santa Fé - CEP 79031-010",,
,,,,,Campo Grande,São Paulo,,Brasil,,R. Quatorze de Julho nº 1781 - Centro - CEP 79002-330,,
,,,,,Campo Grande,São Paulo,,Brasil,,"Avenida Cônsul Assaf Trad  nº 4796 Loja 292 (Piso Superior)
Bairro: Coronel Antonio - Campo Grande / MS CEP 79013-545",,
,,,,,Campo Grande,São Paulo,,Brasil,,Av. Julio de Castilho nº 1458 - Lar do Trabalhador - CEP 79112-000,,
,,,,,Campo Grande,São Paulo,,Brasil,,"Avenida Presidente Ernesto Geisel, 2.300, Lucs: L 140 e L 175
Bairro: Jóquei Clube, Campo Grande/ MS
CEP: 79.080-105",,
,,,,,Corumbá,São Paulo,,Brasil,,"Rua Delamere, nº 780
Bairro: Centro - Corumbá / MS CEP: 79301-020",,
,,,,,Coxim,São Paulo,,Brasil,,RUA FILINTO MULLER 628 - CENTRO,,
,,,,,Dourados,São Paulo,,Brasil,,"Av. Marcelino Pires, 3600 Loja A 10 - Cabeceira Alegre - CEP 79830-903",,
,,,,,Maracajú,São Paulo,,Brasil,,Lote 339 A da quadra 30 - Centro - Maracaju - MS - CEP 79150-000,,
,,,,,Ponta Porã,São Paulo,,Brasil,,Rua Guia Lopes nº 271 - Bairro: Centro - Ponta Porã / MS  CEP: 79.904-686,,
,,,,,Sidrolândia,São Paulo,,Brasil,,"Rua Dorvalino dos Santos, 931 - Centro - Sidrolândia - MS                                    CEP 79170-000",,
,,,,,Três Lagoas,São Paulo,,Brasil,,Rua Doutor Oscar Guimarães nº 41 - Centro - CEP 79600-021,,
,,,,,Alfenas,São Paulo,,Brasil,,"Praça Getúlio Vargas, 286 Bairro: Centro - Alfenas / MG CEP: 37130-000",,
,,,,,Andradas,São Paulo,,Brasil,,"Rua Coronel Oliveira, 112 - Centro - Andradas - MG
CEP 37795-000",,
,,,,,Araguari,São Paulo,,Brasil,,"Rua Marciano Santos, 353 e 373 - CEP 38440-128",,
,,,,,Araxá,São Paulo,,Brasil,,"Avenida Presidente Olegário Maciel, 567 - Centro - CEP 38183-186",,
,,,,,Arcos,São Paulo,,Brasil,,"Rua 09 - Quadra E16, lote área, número 1855 - LUC 214 - piso 3 - Setor Marista - Goiânia - GO - CEP 74150-130",,
,,,,,Barbacena,São Paulo,,Brasil,,Praça dos Andradas nº 177 - Centro - CEP 36200-008,,
,,,,,Belo Horizonte,São Paulo,,Brasil,,"Rua São Paulo, 504 - Centro - CEP 30170-130",,
,,,,,Belo Horizonte,São Paulo,,Brasil,,Rodovia BR 040 Km 447 | Trevo Nova Lima - Belverde - CEP 30320-900,,
,,,,,Belo Horizonte,São Paulo,,Brasil,,"Avenida Cristiano Machado, 11833 LUC 317 / 318 – Piso 3º - CEP 31744-007",,
,,,,,Belo Horizonte,São Paulo,,Brasil,,Av Cristiano Machado 4000 - Bairro São Paulo - CEP 31910-810,,
,,,,,Belo Horizonte,São Paulo,,Brasil,,"Av. Pres. Carlos Luz, 3001 - Caiçara - CEP 31250-010",,
,,,,,Belo Horizonte,São Paulo,,Brasil,,"Rua dos Tupis, 317/337 - Centro - CEP 30190-060",,
,,,,,Belo Horizonte,São Paulo,,Brasil,,"Av. do Contorno, 6061 | loja âncora | lojas 115, até 119 - São Pedro - CEP 30110-110",,
,,,,,Belo Horizonte,São Paulo,,Brasil,,"Avenida Vilarinho, 1167 Ljs. 2, 3 e estacionamento Venda Nova  - CEP 31615-250",,
,,,,,Belo Horizonte,São Paulo,,Brasil,,"Av. Afonso Vaz de Melo, 640 Ljs nºs. 246, 247, 248, 249 e 250 | Piso Verão - Barreiro de Baixo - CEP 30640-070",,
,,,,,Belo Horizonte,São Paulo,,Brasil,,"Av. Dom Pedro I, 402 - Itapoã - CEP 31710-000",,
,,,,,Belo Horizonte,São Paulo,,Brasil,,Rua Saturnino de Brito 17 - Loja Âncora 01 (piso térreo e mezanino) - Centro - CEP 30111-020,,
,,,,,Belo Horizonte,São Paulo,,Brasil,,AVENIDA DOIS MIL TREZENTOS E TRINTA E DOIS 1395 - BAIRRO: DOM JOAQUIM CEP 31920-012,,
,,,,,Belo Horizonte,São Paulo,,Brasil,,Av. Contorno nº 1413 - Floresta - CEP 30110-005,,
,,,,,Belo Horizonte,São Paulo,,Brasil,,Avenida Professor Mário Werneck n.º 1360 Loja no 2º piso – LUC 319 - Estoril - CEP 30455-610,,
,,,,,Belo Horizonte,São Paulo,,Brasil,,Avenida Sinfrônio Brochado  n.º 735 - Barreiro - CEP 30640-000,,
,,,,,Belo Horizonte,São Paulo,,Brasil,,Avenida Augusto de Lima n.º 1313 - Barro Preto - CEP 30190-002,,
,,,,,Belo Horizonte,São Paulo,,Brasil,,Avenida Silva Lobo n.º 1210 - Nova Granadá - CEP 30431-262,,
,,,,,Belo Horizonte,São Paulo,,Brasil,,"Rua Padre Eustáquio, 2203 Bairro: Padre Eustáquio - Belo Horizonte / MG CEP:30720-100",,
,,,,,Belo Horizonte,São Paulo,,Brasil,,"Rua Úrsula Paulino 1417 e 1461 - Loja 1 e 2
 Bairro: Estrela do Oriente - Belo Horizonte / MG CEP: 30580-353",,
,,,,,Belo Horizonte,São Paulo,,Brasil,,"Rua Monteiro Lobato nº 315 e Rua 8 nº 26
Bairro: Ouro Preto - Belo Horizonte / MG CEP: 31310-530",,
,,,,,Belo Horizonte,São Paulo,,Brasil,,"Rua Francisco Deslandes, nº 900 – Loja: LUC 161 – Piso L01
Bairro: Anchieta – Belo Horizonte / MG
CEP: 30310-530",,
,,,,,Belo Horizonte,São Paulo,,Brasil,,"Rua Padre Pedro Pinto nº 1260
Bairro: Venda Nova - Belo Horizonte/ MG",,
,,,,,Belo Horizonte,São Paulo,,Brasil,,"Av. Portugal, lotes 37 e 39 - lojas 1,2 e 3 - Jardim Atlântico                                                    Belo Horizonte - MG - CEP 31550-000",,
,,,,,Belo Horizonte,São Paulo,,Brasil,,"Avenida Brasil, nº 1076 Funcionários - Belo Horizonte / MG CEP 30140-001",,
,,,,,Belo Horizonte,São Paulo,,Brasil,,"Rua Professor Moraes, 206 - Funcionários - CEP 30150-370",,
,,,,,Belo Horizonte,São Paulo,,Brasil,,"Av. Cristiano Machado, 2228 - Cidade Nova - CEP 31140-660",,
,,,,,Belo Horizonte,São Paulo,,Brasil,,"Rua André Cavalcanti, 214 - Gutierrez - CEP 30430-110",,
,,,,,Belo Horizonte,São Paulo,,Brasil,,"AVENIDA DOS ANDRADAS, 3720, 3740, 3760 e 3780 LUCS 20 E 22 - PARAÍSO- BELO HORIZONTE - MG",,
,,,,,Belo Horizonte,São Paulo,,Brasil,,"Avenida Waldyr Soeiro Emrich, 3380 - Santa Helena, Belo Horizonte - MG - CEP 30644-000",,
,,,,,Belo Horizonte,São Paulo,,Brasil,,AV DOUTOR CRISTIANO GUIMARAES 1844 LT 15 Q21 - CENTRO - CEP: 31720-300,,
,,,,,Belo Horizonte,São Paulo,,Brasil,,Avenida Abílio Machado n.º 1664 - Alípio de Melo - CEP 30820-622,,
,,,,,Belo Horizonte,São Paulo,,Brasil,,Rua Guaicui n.º 26 – Loja 03 - Coração  de Jesus  - CEP 30380-380,,
,,,,,Belo Horizonte,São Paulo,,Brasil,,"Rua Pernambuco, 1156 e Rua Cristovão Colombo, 276 - Entrada pela
 Rua Pernambuco, 1164 - Savassi - Belo Horizonte - MG
CEP 30130-154",,
,,,,,Betim,São Paulo,,Brasil,,"Av. Edméia Mattos Lazarotti, 1655 | Loja 140 | 1Piso - Angola - CEP 32650-010",,
,,,,,Betim,São Paulo,,Brasil,,"Rodovia BR 381 Fernão Dias, Km nº 492,601 ao 493,419 (lado impar) - LUC 1044 - São João - CEP 32655-505",,
,,,,,Cruzeiro do Sul,Sergipe,,Brasil,,"Avenida Boulevard Thaumaturgo, 338 - Centro
Cruzeiro do Sul - AC - CEP 69980-000",,
,,,,,Rio Branco,Sergipe,,Brasil,,"BR-364, n.º 1707 - CEP 69914-220",,
,,,,,Rio Branco,Sergipe,,Brasil,,"Rua Rui Barbosa, 400 - Centro Rio Branco - AC - CEP 69900-084",,
,,,,,Arapiraca,Sergipe,,Brasil,,Rua Quinze de Novembro nº 67 - Centro - CEP 57300-340,,
,,,,,Arapiraca,Sergipe,,Brasil,,Rua Vicente Nunes de Albuquerque s/n. - Caititus  - CEP 57311-250,,
,,,,,Delmiro Gouveia,Sergipe,,Brasil,,"Galpão 2 na Avenida Presidente Castelo Branco, 484 - Centro - Delmiro Gouveia -  AL - CEP 57480-000",,
,,,,,Maceió,Sergipe,,Brasil,,"Rua Duque de Caxias, 1792 - Centro - CEP 57020-440",,
,,,,,Maceió,Sergipe,,Brasil,,"Rua Gustavo Paiva, 2990 - Mangabeira - CEP 57032-000",,
,,,,,Maceió,Sergipe,,Brasil,,"Avenida Fernandes Lima, 679 - Farol - CEP 57055-000",,
,,,,,Maceió,Sergipe,,Brasil,,"Av. Juca Sampaio, 2178 - Barro Duro - CEP 57045-365",,
,,,,,Cruzeiro do Sul,Tocantins,,Brasil,,"Avenida Boulevard Thaumaturgo, 338 - Centro
Cruzeiro do Sul - AC - CEP 69980-000",,
,,,,,Rio Branco,Tocantins,,Brasil,,"BR-364, n.º 1707 - CEP 69914-220",,
,,,,,Rio Branco,Tocantins,,Brasil,,"Rua Rui Barbosa, 400 - Centro Rio Branco - AC - CEP 69900-084",,
